,title,listing_url,price,time_posted,num_bedrooms,sqft,neighborhood,latitude,longitude,description,address
2153,"Gorgeous Renovated 2+2 Bedroom, 3 Bath Apartment",https://toronto.craigslist.org/tor/apa/d/toronto-gorgeous-renovated-22-bedroom-3/6955453042.html,3500,2019-08-12 22:44,2.0,1350.0,16 Ashdale Ave,43.6693,-79.3155,"
        
Gorgeous Renovated 2+2 Bedroom, 3 Bath Apartment In The Sought After Leslieville! Fully Separate Entrance. Open Concept Living & Dining Room Exposed With Brick Fireplace And Tons Of Natural Light. Fully Renovated Galley Kitchen With Exposed Brick, Built In Storage, Stainless Steel Appliances, & Walk Out To Your Private Back Yard Perfect For Bbqing Enjoying A Cup Of Morning Coffee Or Evening A Glass Of Wine. Fully Renovated Basement High Ceilings And Hardwood
Extras:Private Ensuite Laundry, Separate Furnace & A/C, And Tons Of Light! Just Steps Away From Ashbridges Bay, Queens St E, Cafes, Restaurants, The Street Car, And The Board Walk.

TO  VIEW  THIS  PROPERTY  PLEASE  CALL  OR  TEXT   
 

THE  REAL  ESTATE  OFFICE  INC.,  BROKERAGE
42  FORT  YORK  BLVD
TORONTO  ONTARIO  M5V3Z3
TO VIEW CALL OR TEXT:  


***WALK-INS ALSO WELCOME, OPEN 7 DAYS A WEEK!!***    ","Toronto Woodbine Corridor, ON M4L
Woodbine Corridor, Toronto Toronto Ontario Canada"
2154,FULL 2+1BED HOUSE on large lot 2bath,https://toronto.craigslist.org/tor/apa/d/york-full-21bed-house-on-large-lot-2bath/6955456063.html,2200,2019-08-12 22:41,3.0,,Ava Rd/Winnett Ave,43.696670000000005,-79.435852,"
        
Prime Cedarvale Location. Large, Very Private And Gorgeous Lot Backing Onto Cedarvale Ravine + Park , 2+1 Bdrm, 2 Sep Entrances Incl Walk Up From Finished Bsmt Apt. Very Quiet Street And Neighbourhood. Very Private Backyard On Ravine. Close To Eglinton West Subway Station. Close To Allen Road & 401. Excellent Schools And Shopping. Pet Friendly!!!!
Extras:Lease Is For Whole House! !!! 2 Bedrooms On Main Floor. 2 Separate Rooms In Bsmt. 2 Stoves, 2 Fridges, Washer, Dryer. Large Driveway. Tenant Pays Hydro, Heat, Water/ Sewage/Waste. F    ","45 Gloucester Grove, York, Toronto, ON M6C2A2
York, Humewood-Cedarvale Toronto Ontario Canada"
2155,Basement Studio Apartment in the Heart of Leslieville,https://toronto.craigslist.org/tor/apa/d/toronto-basement-studio-apartment-in/6955456064.html,1250,2019-08-12 22:48,,600.0,Leslieville,43.661353000000005,-79.33881600000001,"
        
A renovated studio basement apartment in the heart of Leslieville. Available October 1st

The unit has good ceiling height, a spacious kitchen and a renovated bathroom.  Updated stainless steel appliances and a washer/dryer in the basement just outside the unit.   The unit also has a private entrance. 

Located in the heart of Leslieville at Carlaw and Queen.  Great access to transit, coffee shops, restaurants and groceries.  

The price includes all utilities (heat, hydro and water).  It does not include internet or parking.

We live upstairs so are looking for someone quiet to move into the unit.  Sorry, but no smoking and no pets permitted.  

If you think the unit might be a good fit please tell us a bit about yourself.
Where do you work?
Where do you live currently?
How much do you pay in rent?
Why are you moving etc.

Thanks for your interest and good luck with your search    ","1020 Queen Street East, Toronto, ON M4M1K4
Toronto, South Riverdale Toronto Ontario Canada"
2156,"modern, renovated 2 bedroom, Laundry, AC",https://toronto.craigslist.org/tor/apa/d/toronto-modern-renovated-2-bedroom/6949304353.html,2399,2019-08-12 22:15,2.0,,Roncesvalles at Queen East,43.639936999999996,-79.444335,"
        
Professionally maintained and fully renovated 2 bedroom, open concept apartment located 2 minutes from 24 hour street car. Queen West, Ossington, Roncesvalles, Financial District, Hight Park, Lake, all minutes away: 

- 2 bedrooms, one bathroom, patio, tons of storage
-Laundry
-AC
- This is the one you have been waiting for. Modern and purpose built. Everything is new. 

Email for appointments. Please have Photo ID, Credit Report available for Rental Application.    ","6 Grafton Avenue, Toronto, ON M6R1C4
Toronto, Roncesvalles Toronto Ontario Canada"
2157,1 year old 1bed condo in downtown waterfront,https://toronto.craigslist.org/tor/apa/d/toronto-1-year-old-1bed-condo-in/6955450943.html,2050,2019-08-12 22:29,1.0,,70 Queen Wharf Rd,43.638422999999996,-79.39974699999999,"
        
Beautiful One Bedroom Unit Plus A Bigger Terrace Located In The Fort York Community, Steps To Transit, Shopping, Library, Water Front; 8-Acre Park; Billy Bishop Airport Nearby; Transit To Financial District, University, Gardener Express, Central Island & .... Just Move In And Enjoy The Community.    ","106 Housey Street, Toronto, ON M5V0P2
Waterfront Communities-The Island, Toronto, Downtown Toronto Toronto Ontario Canada"
2158,Basement bachelor apartment for rent,https://toronto.craigslist.org/yrk/apa/d/woodbridge-basement-bachelor-apartment/6955469715.html,1200,2019-08-12 23:17,1.0,700.0,Vaughan,43.798991,-79.572666,"
        
1-year renovated basement bachelor apartment close to Weston & Langstaff area available for rent from September 1st, 2019.
Monthly rental: $1200 ( utilities and internet is included) 
Separate entrance
Separate kitchen and bathroom
Close to shopping malls, banks, highways, grocery, parks and attractions, few steps to bus stop
1 car parking spot available
Laundry room with an easy access, equipped with a washer, dryer and laundry sink
Ideal for working people (single or a couple)
Long-term lease preferred (minimum 1 year)
Tenant liability insurance mandatory
First and Last month rent and $200 for security deposit required. 
Employment letter and two recent pay-stubs required
No smoking inside and no pets
Please contact  
 (message only) for more details.    ","268 Aberdeen Avenue, Woodbridge, York, ON L4L3H3
Woodbridge Woodbridge, Vaughan Ontario Canada"
2159,THOMPSON HOTEL 2bed unit with parking world class condo,https://toronto.craigslist.org/tor/apa/d/toronto-thompson-hotel-2bed-unit-with/6955477820.html,4000,2019-08-12 23:42,2.0,950.0,552 Wellington St W,43.64302,-79.40194,"
        
Welcome Home To The Thompson Hotel And Residences! World-Class, Luxury Accommodations In The Heart Of King West Entertainment District. Fantastic Split Plan Floor Plan With Sprawling Floor To Ceiling Windows. Over 900 Sq Ft Of Bright, Premium, Luxurious Living Space, High Quality Finishes And Thoughtful, Modern Design. Close To Transit, Shopping, Entertainment, Fine Dining And All The Very Best The City Has To Offer!    ","61 Stewart Street, Toronto, ON M5V2V1
Waterfront Communities-The Island, Toronto, Downtown Toronto Toronto Ontario Canada"
2160,2 storey loft style 1bed unit in heart of queen west with parking,https://toronto.craigslist.org/tor/apa/d/toronto-2-storey-loft-style-1bed-unit/6955473669.html,2500,2019-08-12 23:29,1.0,850.0,Dundas St/ Spadina St,43.649414,-79.395116,"
        
Trendy Queen Street West Address In Prime Location, Totally Renovated Features With New Flooring, Newly Updated Bathroom Windows And Kitchen With Stainless Steel Appliances, New Hvac Unit, Spacious Bright And Functional Layout, Close To Ocad, U Of T, Ryerson, Hospitals, Subway, Entertainment/ Financial District.    ","35A Bulwer Street, Toronto, ON M5T1A1
Toronto, Kensington-Chinatown, Downtown Toronto Toronto Ontario Canada"
2161,Stunning Apartment For Rent On Highly Coveted Palmerston Blvd,https://toronto.craigslist.org/tor/apa/d/toronto-stunning-apartment-for-rent-on/6955487557.html,2400,2019-08-13 00:14,1.0,650.0,Toronto,43.663856,-79.413351,"
        
1br- Stunning one bedroom apartment for rent on highly coveted Palmerston Blvd| Bloor and Bathurst ( 534 Palmerston Blvd)

Live on Beautiful and highly sought after Palmerston Blvd in the heart of the Annex in a 110 year old well maintained 4 story walk up. Character and then some... this bright, 2nd story newly renovated oversized one bed apartment is not shy and boasts exposed brick, gas stove, original flooring, custom blinds, custom closet built ins, renovated kitchen, stainless steel appliances, iron clawed bath tub, builtin closet, shared balcony overlooking Palmerston Blvd and one kick ass landlord.

All this in less then a 5 minute walk to the Bloor street subway line, close to U of T, Little Italy, Little Portugal, Korea Town and Kensington market. Rarely do apartments come up for rent in this building. This will rent quickly.

Available immediately. Utilities and internet are extra, heat and water included.

All candidates to be considered must provide a filled out rental application, references, credit score, and provide proof of employment. A minimum one year lease first and last month rent will be required.    ","532 Palmerston Boulevard, Toronto, ON M6G2P5
Toronto, Palmerston-Little Italy Toronto Ontario Canada"
2162,SPECTRA CONDO 2BED CORNER CONDO downtown water front with parking,https://toronto.craigslist.org/tor/apa/d/toronto-spectra-condo-2bed-corner-condo/6955475612.html,3500,2019-08-12 23:34,2.0,1050.0,85 Queens Wharf Rd,43.63861,-79.398545,"
        
A Beautiful Corner Suite At Spectra! Absolutely Bright And Sun-Filled, Spacious 2 Bedrooms + 2 Baths With Terrific South/South East Views On East Balcony. Floor To Ceiling Height Windows. Enjoy An Abundance Of Amenities*Poolside Lounge*Outdoor Hot Tub*Yoga Studio*Double Badminton Court*Basketball Court*Massage Lounge*Must See To Appreciate & Much More*Steps To Ttc*Sobeys*Rogers    ","62 Queens Wharf Road, Toronto, ON M5V0J2
Waterfront Communities-The Island, Toronto, Downtown Toronto Toronto Ontario Canada"
2163,STUDIO + BALCONY  LUXURIOUS  CONDO FOR RENT,https://toronto.craigslist.org/yrk/apa/d/toronto-studio-balcony-luxurious-condo/6955504613.html,1900,2019-08-13 01:27,,,YONGE / BLOOR,43.669113,-79.383989,"
        
9 feet ceiling, Floor to Ceiling Windows, Bright, spacious, quiet and convenience

Studio + Balcony near Yonge / Bloor Location

1 full bathroom (4 pcs.)

6 Appliances (Fridge, Stove, B/I Dishwasher, Microwave, Washer and Dryer) included

24 hrs. Concierge and fabulous recreation facilities

Steps to Bloor Street Shopping, Subway Station, TTC, Plaza, Banks, Restaurants, 

Convenience to all

Available September 1, 2019

$1,900.00 per month + hydro **At least one year Lease

No Smoking / Pet Please

Please call  

    ","48 Charles Street East, Toronto, ON M4Y0B7
Toronto, Downtown Toronto, Church-Yonge Corridor Toronto Ontario Canada"
2164,SKYLINE VIEWS 2 BEDS 2 BATHS PARKING&LOCKER INCLD,https://toronto.craigslist.org/tor/apa/d/etobicoke-skyline-views-2-beds-2-baths/6955515993.html,2380,2019-08-13 03:00,2.0,,2119 LAKESHORE BLVD,43.627589,-79.479067,"
        
reshly Painted! Beautiful Voyager On Lake Shore Steps To Lake Ontario, Restaurants, Shops, Ttc, Express Bus To Downtown, Bike/Stroll Along Marine Promenade & Easy Access To Qew/427. Spacious & Bright Corner Unit Approx 813 Sq Ft +/- With 2 Balconies, 9 Ft Ceiling, Combined Living/Dining, Kitchen With Breakfast Bar, Master, 2nd Br, 4 Pc Bath, & 2 Pc Bath. Amenities: 24 Concierge, Indoor Pool, Sauna, Party Rm, Guest Suites, Visitor's Parking & More!    ","2118 Lake Shore Boulevard West, Etobicoke Mimico, Toronto, ON M8V
Mimico, Etobicoke Etobicoke, Toronto Ontario Canada"
2165,SPACIOUS STUDIO LIBERTY VILLAGE ADDRESS GREAT VALUE,https://toronto.craigslist.org/tor/apa/d/toronto-spacious-studio-liberty-village/6955505844.html,1900,2019-08-13 02:59,,,EAST LIBERTY ST,43.6383,-79.4301,"
        
Great Bachelor Unit With South Facing Views. Modern Open-Concept Studio Available In The Heart Of Liberty Village, Surrounded By Amazing Local Amenities Like Shops, Restaurants, Bars, And More. Within Walking Distance To The Cne, Ontario Place & Queens Quay/Harbourfront. One Locker Included    ","1257 King Street West, Toronto, ON M6K1G6
Toronto, South Parkdale Toronto Ontario Canada"
2166,LITTLE ITALY BRAND NEW 2 BEDS BASEMENT,https://toronto.craigslist.org/tor/apa/d/toronto-little-italy-brand-new-2-beds/6955511995.html,2150,2019-08-13 02:59,2.0,,COLLEGE/OSSIGHTON,43.6655,-79.4378,"
        
Spacious, Newly-Renovated 2 Bedroom Lower Level Apartment Situated On A Tree-Lined Street In Little Italy Neighbourhood. The Unit Gets Plenty Of Light And Comes With An Outdoor Patio Space! The Ossington Subway Station Is An 8-Minute Walk Away. The Unit Is Newly Renovated And Includes High-Quality Appliances. The Unit Includes Ample Storage, Walk-In Pantry And A Large Closet In Each Bedroom.    ","1208 Dufferin Street, Toronto, ON M6H4B9
Toronto, Dovercourt-Wallace Emerson-Junction Toronto Ontario Canada"
2167,ENTERTAINMENT DISTRICT GEM 1 BED HIGH FLOOR,https://toronto.craigslist.org/tor/apa/d/toronto-entertainment-district-gem-1/6955514974.html,2350,2019-08-13 02:55,1.0,,ADELAIDE/JOHN ST,43.6404,-79.3995,"
        
Spectacular,Stunning View From 37th Floor.West Exposure With Beautiful,Breathtaking Sunset & Lake View.Open Concept Living & Dining.Floor-To-Ceiling Windows,Premium Flooring Throughout.Well Maintained.Across From The Rogers Centre,Cn Tower,In The Heart Of Downtown. Steps To Ttc,Path,Subway,Gardiner Expressway,Financial/Entertainment District,World Class Restaurants & Entertainment. Walk Score 100.    ","170 Queens Wharf Road, Toronto, ON M5V0E2
Waterfront Communities-The Island, Toronto, Downtown Toronto Toronto Ontario Canada"
2168,TRIDEL BUILT QUALITY 1 BED 2 BATHS DOWNTOWN ADDRESS,https://toronto.craigslist.org/tor/apa/d/toronto-tridel-built-quality-1-bed-2/6955517197.html,2400,2019-08-13 03:25,1.0,,SPADINA/QUEEN,43.6541,-79.3978,"
        
Do You Love Living Where Everything Is At Your Fingertips? The Perfect Blend Of Neighbourhood Amenities & Serenity, This Quiet Abode Is Tucked Off Of Queen St W. Sq Is A Newly Built Boutique Condo By Tridel W Some Serious Design Cred. Positioned In The Heart Of Fashion, Food, Art & Culture. 654 Sq Ft. 1 Bdrm + Den And 2 Full Bathrooms, Views Of The Cn Tower From Your Balcony Complete This Real Estate Dream! You'll Love Being Part Of This Community!
Enjoy 24Hr Concierge,Outdoor Terrace, Rooftop Lounge-Bbq,Dining&Whirlpool Spa, Steam Rm, Guest Suites,Visitor Parking,Party/Dining Rooms,Theatre,Fitness&Yoga Studios. Incld:Fridge, Microwave, Dishwasher, Oven,Cooktop,Hoodfan. W&D, All Elf's    ","138 D'Arcy Street, Toronto, ON M5T1K3
Toronto, Kensington-Chinatown, Downtown Toronto Toronto Ontario Canada"
2169,HIGHLY SOUGHT AFTER 1 BED KING CHARLOTTE HURRY IN,https://toronto.craigslist.org/tor/apa/d/toronto-highly-sought-after-1-bed-king/6955513853.html,2300,2019-08-13 03:03,1.0,,11 CHARLOTTE ST,43.6404,-79.3995,"
        
The King Charlotte Offers Functional Layout With No Wasted Space! True Bedroom With Large Window, 9 Ft Ceilings,Gas Range & Gas Bbq Connection On Large Balcony! Bright & Unobstructed View! Building Offers Outdoor Rooftop Pool, Gym, Party Room & Concierge. Short Walk To Financial District. Ttc All Ways, Steps From Conveniences: Grocers, Bulk Barn, Homesense, Restaurants, Lounges & More    ","170 Queens Wharf Road, Toronto, ON M5V0E2
Waterfront Communities-The Island, Toronto, Downtown Toronto Toronto Ontario Canada"
2170,ANNEX KENDAL 1 bedroom,https://toronto.craigslist.org/tor/apa/d/toronto-annex-kendal-1-bedroom/6944133811.html,1700,2019-08-13 06:36,1.0,,Toronto,43.673442,-79.409013,"
        
-rent $1700.00 per month
-one bedroom
-available immeadiately
-street permit parking    ","97 Kendal Avenue, Toronto, ON M5R1L8
Toronto, Annex Toronto Ontario Canada"
2171,3 Bedrooms and 2 Bathrooms unit in Scarborough Family,https://toronto.craigslist.org/tor/apa/d/scarborough-3-bedrooms-and-2-bathrooms/6955540499.html,2600,2019-08-13 07:02,3.0,1250.0,Scarborough,43.790428000000006,-79.153687,"
        
RENT: $2600

3 bedroom with 2 full washrooms, ground level walkout apartment in Scarborough family home. Spacious bright living room with fireplace, laminated floors, open concept kitchen, marble counter-tops, stainless steel stove, 36"" refrigerator and private laundry. 

Convenient location, steps to TTC, very close to HWY-401, Kingston Road Expressway, GO Station, University of Toronto Scarborough campus, neighborhood  schools, parks (near Adam Park), shopping and places of worship including Churches, Mosques. 10 minutes to Centenary Hospital.

• NO PETS 
• NO SMOKING 
• CREDIT CHECK
• ONE YEAR LEASE
• NO WEED AT PROPERTY
• FIRST & LAST MONTH RENT

Available from September 1st, 2019. Call for appointment  
 /  

    ","30 Evenwood Avenue, Scarborough, Toronto, ON M1C4T8
Scarborough, Centennial Scarborough Scarborough, Toronto Ontario Canada"
2172,one bedroom apt with backyard  in the beaches for rent,https://toronto.craigslist.org/tor/apa/d/toronto-one-bedroom-apt-with-backyard/6955541082.html,950,2019-08-13 07:05,1.0,,toronto,43.680446,-79.288454,"
        
1 bedroom , hardwood floor,  9f "" high clinging +backyard 
$950 a month +25% hydro 
First, last month rent ,  insurance, security deposit, reference required
    ","2 Lawlor Avenue, Toronto, ON M4E3L7
Toronto, East End-Danforth Toronto Ontario Canada"
2173,QUEEN WEST ON A BUDGET 2 BEDS HURRY WON'T LAST,https://toronto.craigslist.org/tor/apa/d/west-toronto-queen-west-on-budget-2/6955517721.html,2400,2019-08-13 03:39,2.0,,36 LISGAR ST,43.648,-79.4177,"
        
Live In The Heart Of The West End--This Spacious And Modern Two Bedroom Unit Is Conveniently Located In Trendy Queen West; Steps From Queen St, And A Short Stroll To Grocery Stores, Vibrant Restaurants, Bars, Cafes And Shops. Ttc At Your Doorstep. Great Building Amenities. Close To Trinity Bellwoods Park. Second Bedroom Includes Large Closet And Frosted Glass Doors.    ","204 Shaw Street, Toronto, ON M6J2W8
Trinity-Bellwoods, Toronto Toronto Ontario Canada"
2174,Bright And Spacious Unit In The Toronto Downtown Core,https://toronto.craigslist.org/tor/apa/d/downtown-toronto-bright-and-spacious/6955530999.html,1200,2019-08-13 05:40,1.0,,761 Bay St,43.6564,-79.386,"
        
Bright And Spacious Unit, All 4 Elevators Stop At 24th Floor. Approx 615 Sqft + Balcony, Prestigious College Park In The Toronto Downtown Core. 24 Hours Concierge, Walking Distance To U Of T & Ryerson University, Queens Park, Hospitals & Other Amenities. Close To Subway Station, Ttc, Financial District And 24Hrs Supermarket Metro. The Condo Has Great Facilities Including Virtual Gold, Pool And Billiards. Aaa Tenant Welcome.
Extras:Fridge, Stove, Washer & Dryer, B/I Dishwasher, Microwave. All Existing Elfs And Lighting Fixtures.    ","150 Elizabeth Street, Toronto, ON M5G0B1
Toronto, Downtown Toronto, Bay Street Corridor Toronto Ontario Canada"
2175,Executive 3 Storey Town Home 3 Bedroom 3 Bathroom @ 29 Macphail Ave,https://toronto.craigslist.org/tor/apa/d/toronto-executive-3-storey-town-home-3/6955540551.html,3750,2019-08-13 07:19,3.0,1750.0,29 Macphail Ave,43.6803,-79.3538,"
        
Fully Furnished And Utilities Included! Located In Pape Village Executive 3 Storey Town Home 3 Bedroom 3 Bathroom With Finished Basement And Garage Parking , Meticulously Maintained & Upgraded By Owners, Featuring Hardwood Floors, High End Appliances, Second Floor Laundry, Vaulted High Ceiling In Master, , Large Deck, Central Vac, Natural Gas Bbq Line, 4 Levels Of Finished Space Including A Walk Out To Backyard .
Extras:Available Sept 15th To June 30th (9 Months) . No Month To Month Rentals Or Airbnb Requests Private Garage At Rear With Lane Access. 1 Car Parking Included

TO  VIEW  THIS  PROPERTY  PLEASE  CALL  OR  TEXT   
 

THE  REAL  ESTATE  OFFICE  INC.,  BROKERAGE
42  FORT  YORK  BLVD
TORONTO  ONTARIO  M5V3Z3
TO VIEW CALL OR TEXT:  


***WALK-INS ALSO WELCOME, OPEN 7 DAYS A WEEK!!***    ","70 Jackman Avenue, Toronto, ON M4K2X6
Toronto, Playter Estates-Danforth Toronto Ontario Canada"
2176,"Beautiful, Fully Upgraded, 1 Bdrm Suite, South Facing View",https://toronto.craigslist.org/tor/apa/d/etobicoke-beautiful-fully-upgraded-1/6955549513.html,2000,2019-08-13 07:51,1.0,550.0,185 Legion Rd,43.6325,-79.4939,"
        
Don't Miss This Beautiful, Fully Upgraded,1 Bdrm Suite, South Facing With A Gorgeous Lake View! This Suite Has It All: Kitchen Is Upgraded With Granite Countertop Featuring Under-Mount Stainless Steel Sink, Wood Veneer Cabinets, All S/S Appliances And Beautiful (Custom) Natural Stone Backsplash. Hardwood Flrs Throughout Foyer, Kitchen, Living & Dining. Great South Etobicoke Location. Quick Access To Hwys Qew & 427 And Public Transportation.
Extras:Includes Stainless Steel Fridge, Stove & B/I Dishwasher. Stacked Washer & Dryer. Amazing Bldg Amenities: Outdoor Pool, Whirlpool, Gym, Sauna, Squash Crt, Party Rm, Games Rm, Outdoor Bbq Terrace, 24 Hr Concierge, Guest Suites And Lots More!!

TO  VIEW  THIS  PROPERTY  PLEASE  CALL  OR  TEXT   
 

THE  REAL  ESTATE  OFFICE  INC.,  BROKERAGE
42  FORT  YORK  BLVD
TORONTO  ONTARIO  M5V3Z3
TO VIEW CALL OR TEXT:  


***WALK-INS ALSO WELCOME, OPEN 7 DAYS A WEEK!!***    ","17 Park Lane, Etobicoke, Toronto, ON M8Y1R7
Stonegate-Queensway, Etobicoke Etobicoke, Toronto Ontario Canada"
2177,Clean bright and Spacious 1 BR + Den in downtown Mississauga One,https://toronto.craigslist.org/tor/apa/d/mississauga-clean-bright-and-spacious-1/6955560857.html,1400,2019-08-13 08:20,1.0,,"Kariya drive, Mississauga",43.5771,-79.6306,"
        
Description
Very nice Spacious apartment with all amenities close to Square One in Mississauga downtown. Well connected. Available from 17 Aug. 1 Year lease. Indoor swimming pool heated, Gym, Sauna, etc. 1 car parking and 1 storage locker. Unfurnished. NO Agents pl.    ","3277 High Springs Crescent, Mississauga, Peel, ON L5B4G7
Mississauga Mississauga Ontario Canada"
2178,"Clean, bright 1bed + Den, 2bath Tribeca condo for rent.",https://toronto.craigslist.org/tor/apa/d/north-york-clean-bright-1bed-den-2bath/6955560211.html,1350,2019-08-13 08:27,1.0,,"797 Don Mills Rd, North York",43.720313,-79.338802,"
        

Description
Ideal for:
•Yonge families/professionals,
•coupes,
•roommates.

This is not a shoebox living space.
Open concept, bright, sunny condo apartment available now.
•865 ft.² condo with the high 10 ft ceiling floor to ceiling windows and
Toronto Skyline View.
•Open kitchen with breakfast bar & top of the line Stainless Steel kitchen appliances.
•Brand new Euro- style laundry appliances.
•Two full bathrooms.
•Huge master suite (king size bed foto) with a Den big enough to be transferred to the second bedroom.
•Building ticks off the greatest hits of amenities too: gym/exercise, game party room, visitor parking, and meeting/function room.
•Concierge on site and secure entry system.
•This loft building, located at Don Mills and Eglinton East, offers easy highway access (DVP, 401, 404), TTC at your doorstep and lots of amenities a short walk away – SuperCentre, Shops at Don Mills, Science Centre, Sunnybrook, Don Valley trails and parks. In addition to what’s there now, the construction of Toronto’s Crosstown LRT is bringing change with it.    ","805 Don Mills Road, North York, Toronto, ON M3C
North York, Flemingdon Park North York, Toronto Ontario Canada"
2179,QUEEN WEST 2 STOREY 1 BED STEPS TO IT ALL,https://toronto.craigslist.org/tor/apa/d/toronto-queen-west-2-storey-1-bed-steps/6955518146.html,2500,2019-08-13 04:33,1.0,,QUEEN/SPADINA,43.6404,-79.3995,"
        
Trendy Queen Street West Address In Prime Location, Totally Renovated Features With New Flooring, Newly Updated Bathroom Windows And Kitchen With Stainless Steel Appliances, New Hvac Unit, Spacious Bright And Functional Layout, Close To Ocad, U Of T, Ryerson, Hospitals, Subway, Entertainment/ Financial District.    ","170 Queens Wharf Road, Toronto, ON M5V0E2
Waterfront Communities-The Island, Toronto, Downtown Toronto Toronto Ontario Canada"
2180,Clean bright and Spacious 1 BR + Den in downtown Mississauga One,https://toronto.craigslist.org/tor/apa/d/mississauga-clean-bright-and-spacious-1/6955563378.html,1400,2019-08-13 08:27,1.0,,"Kariya drive, Mississauga",43.5771,-79.6306,"
        

Description
Very nice Spacious apartment with all amenities close to Square One in Mississauga downtown. Well connected. Available from 17 Aug. 1 Year lease. Indoor swimming pool heated, Gym, Sauna, etc. 1 car parking and 1 storage locker. Unfurnished. NO Agents pl.    ","3277 High Springs Crescent, Mississauga, Peel, ON L5B4G7
Mississauga Mississauga Ontario Canada"
2181,2 Bedroom 2 Bath condo close to Hospital & University,https://toronto.craigslist.org/tor/apa/d/greater-sudbury-2-bedroom-2-bath-condo/6955563625.html,1650,2019-08-13 08:28,2.0,,"1717 Paris St, Sudbury",46.2676,-80.9063,"
        
Description
This bright and spacious unit features open concept living, fabulous views of Lake Nephawin and is located right across from Lake Nephawin beach in the heart of Sudbury's southend.
Condo unit features 2 spacious bedrooms & 2 bathrooms. Master Bedroom features walk-in Closet and private ensuite. Main living area features open concept design with a ton of natural light. Kitchen features stainless steel appliances, island with overhang to allow for bar stools, patio door off living room to walk-out patio w/ views of the Lake … and so much more !!! Laundry & Storage located in unit.
Walking distance to 4Corners, less than 3 min drive to hospital, 5 mins to university !!
Available immediately.    ","Sudbury, ON P0M
Sudbury Sudbury, Sudbury Unorganized North Part Ontario Canada"
2182,Wychwood Area 3 Bedroom Home Apartment,https://toronto.craigslist.org/tor/apa/d/york-wychwood-area-3-bedroom-home/6955562343.html,3500,2019-08-13 08:24,3.0,,,43.68619,-79.424785,"
        
A Perfect Place In Wychwood Barns Neighborhood To Call Home. Solid Brick House With Detached Garage, Rare Main Floor Family Room With New Hardwood, Large Enough To Set Up A Corner Office. Fully Renovated Kitchen, With Quartz Counter Top, New Cabinets, Kit Island Open To Dining. Coveted Humewood School, Perfect For A Growing Family, With Large Principal Rooms. **Not To Be Missed***

Extras:Ss Double Door Fridge, Dishwasher, Gas Stove, 2nd Floor Laundry, Wall Unit Air Conditioning Throughout The House With Controllable Thermostats, Electric Garage Door Opener With Two Remotes, Closet Organizers, Huge Driveway

Tenant to Pay 66% of Utilities for the Property, Billed by the Landlord. 

It’s Time for You to Love Your Lease! For Friendly Assistance with This, or Any Other Property, Please Reply with a Contact Number to: 

Scott Lancastle, Sales Representative
Royal LePage Real Estate Services Ltd., Brokerage
 
 cell 
www.lovemylease.ca
www.scottlancastle.com

Property listed with McCann Realty Group Ltd., Brokerage. This advertisement is not intended to solicit individuals currently under contract with a real estate brokerage.
    ","269 Wychwood Avenue, York, Toronto, ON M6C2T6
York, Humewood-Cedarvale Toronto Ontario Canada"
2183,*Gorgeous 2 Bed 2 Bath Condo in Kanata| Available September 1st!,https://toronto.craigslist.org/tor/apa/d/stittsville-gorgeous-2-bed-2-bath-condo/6955560404.html,1800,2019-08-13 08:26,2.0,,"210 Livery Street, Ottawa",45.2501,-75.9161,"
        
Description
210 Livery Street | Available September 1st | Professionally Managed by Sleepwell Property Management
Newly constructed high end 12 unit condominium! This stunning low-rise building is nestled in a quite residential community in the south end of Kanata. Enjoy a unique blend of urban living and the scenic outdoors with the Trans Canada Trail right outside of your window. Conveniently located close to the Centrum and Tanger outlets with easy access to the highway 417 and plenty of outdoor bike paths and trails.

UNIT FEATURES:

Bright and spacious 2 bedroom condo
Open concept kitchen with island and 5 appliances
Master bedroom with walk-in closet and ensuite bath
Plenty of closet space
Pristine bathrooms
Balcony
Hardwood floors
Underground parking available - parking spot comes with a storage locker
Utilities Extra:

Hydro
Heat
Hot Water
Hot Water Tank Rental
Utilities Included:
Water    ","18 Brae Crescent, Stittsville, Ottawa, ON K2S1P6
Stittsville Stittsville, Ottawa Ontario Canada"
